posture,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
WALK,1.28,0.02,-0.14,17.52,-21.12,-7.14,30.47,14.01,43.05
WALK,0.89,0.07,-0.29,-17.15,-15.32,4.03,32.21,14.09,41.75
WALK,0.94,0.17,0,-7.39,-22.28,11.29,31.58,14.4,41.92
WALK,0.99,0.14,-0.04,-5.92,24.6,7.57,32.78,14,40.43
WALK,0.92,0.09,-0.02,5.13,-8.85,4.39,32.32,13.06,41.71
WALK,1.3,0.26,-0.06,-4.88,-21.12,-0.12,32.32,13.71,42.15
WALK,0.77,0.2,-0.16,14.47,-8.24,2.14,33.35,12.74,39.9
WALK,1.07,0.14,-0.02,-0.06,32.84,-13.06,32.37,12.98,40.72
WALK,0.84,0.18,-0.06,-1.22,8,-11.41,31.85,14.03,40.34
WALK,0.91,0.24,-0.07,-12.94,15.99,1.16,30.8,14.33,42.96
WALK,1.21,0.35,-0.13,13.06,15.08,-2.38,29.65,15.61,43.55
WALK,0.88,0.05,-0.26,3.78,-19.47,6.23,30.22,14.4,43.91
WALK,1.03,0.13,-0.23,-34.61,24.66,0.85,31.21,15.48,43.1
WALK,0.71,0.19,-0.09,-1.46,-29.48,11.05,31.4,15.93,42.68
WALK,1,0.15,-0.03,-3.05,18.62,5.62,31.32,15.08,42.48
WALK,1.04,0.16,-0.09,-3.97,13.43,7.45,30.03,15.09,42.26
WALK,1.13,0.48,-0.16,9.83,-27.65,4.52,29.91,14.64,43.26
WALK,0.86,0.16,-0.28,20.26,13,-19.53,31.14,14.71,43.49
WALK,0.82,0.19,-0.11,7.51,-4.7,-17.64,30.03,14.11,43.75
WALK,0.97,0.21,-0.08,-3.78,21.12,-4.76,29.52,14.61,43.85
WALK,1.04,0.33,-0.23,1.28,1.22,-5.55,29.25,15.3,44.95
WALK,1.26,0.02,-0.15,5.98,-3.48,0.98,28.83,15.01,44.27
WALK,0.69,0.02,-0.33,-20.2,-29.66,8.79,30.37,15.21,43.69
WALK,1.08,0.2,-0.05,-12.7,7.45,15.08,31.36,15.78,42.65
WALK,0.88,0.16,-0.13,-4.64,-6.23,7.75,31.2,15.38,42.53
WALK,0.96,0.2,-0.12,1.71,-7.93,4.64,31.1,15.72,42.05
WALK,1.18,0.15,0,-10.86,-15.44,-1.16,30.97,15.53,43.37
WALK,0.86,0.21,-0.18,27.47,-25.21,7.51,32.41,15.15,40.95
WALK,1.02,0.11,-0.09,7.39,31.25,-14.89,32.9,14.42,40.91
WALK,0.79,0.22,-0.06,6.59,-9.09,-19.04,31.38,15.22,41.66
WALK,0.95,0.2,-0.03,-3.97,15.01,-2.08,30.97,16.55,43.03
WALK,1.21,0.27,-0.12,10.74,16.66,-2.69,30.74,16.13,43.2
WALK,0.99,-0.02,-0.2,-2.69,-25.63,1.59,30.7,15.61,42.41
WALK,0.97,0.13,-0.28,-26.37,4.46,6.65,32.18,16.16,42.52
WALK,0.82,0.17,-0.06,-4.21,-32.17,12.82,31.37,16.16,42.47
WALK,1.02,0.21,-0.01,-6.53,14.28,1.46,33.31,15.37,41.33
WALK,1.02,0.12,-0.05,-3.23,3.72,1.34,32.13,16.05,42.44
WALK,1.29,0.33,-0.08,-2.26,-21.24,-11.17,33.19,16.58,41.25
WALK,0.84,0.17,-0.27,32.23,-0.37,-11.17,33.9,15.78,40.01
WALK,1,0.09,0.04,3.48,16.6,-23.93,32.86,15.75,41.53
WALK,0.9,0.12,-0.09,-4.03,14.16,-15.2,32.52,16.89,40.58
WALK,0.93,0.18,-0.11,2.14,0.06,-3.54,31.38,18.31,42.3
WALK,1.24,0.17,0.02,19.9,-3.97,2.87,31.48,17.88,42.29
WALK,0.84,-0.03,-0.16,-9.77,-11.47,-0.24,32.2,16.24,41.61
WALK,1.16,0.12,-0.19,-34.18,19.84,9.03,32.86,16.76,42.16
WALK,0.78,0.11,-0.09,6.77,-23.8,16.24,33.36,16.65,41.75
WALK,0.99,0.1,0.04,1.89,5.31,5,32.71,15.81,41.8
WALK,1.08,0.12,-0.02,0.12,7.08,5.31,32.46,15.37,41.82
WALK,1.33,0.26,-0.07,-5.37,-23.01,-6.04,32.23,14.92,42.3
WALK,0.84,0.18,-0.27,1.89,-5.19,-6.59,33.33,15.64,38.99
WALK,0.96,0.17,0.02,-2.99,8.97,-17.46,32.63,16.35,40.61
WALK,0.93,0.16,0,-5.43,18.86,-9.52,32.3,17.42,40.41
WALK,0.92,0.2,-0.05,0.49,8.79,4.39,31.77,17.66,40.86
WALK,1.28,0.25,-0.07,23.74,1.22,2.2,31.13,17.19,41.86
WALK,0.77,-0.02,-0.21,1.59,-20.87,7.32,32.21,15.56,41.42
WALK,1.2,0.18,-0.08,-28.81,28.81,8.12,33.3,15.52,40.52
WALK,0.72,0.14,-0.1,7.69,-21.55,10.25,32.81,14.93,40.32
WALK,0.96,0.13,0.05,6.35,7.45,0.79,33.46,14.78,40.42
WALK,1.12,0.08,0.08,-16.6,11.29,5.07,32.58,14.39,41.1
WALK,1.23,0.45,-0.03,17.52,-31.25,-2.26,32.92,15.43,40.36
WALK,0.88,0.14,-0.29,13.12,16.97,-13.12,34.28,14.58,38.75
WALK,0.87,0.16,-0.01,-0.98,-6.1,-24.66,32.47,15.01,41.21
WALK,0.97,0.14,0.02,-4.7,25.45,-12.08,32.15,16.58,41.26
WALK,0.97,0.16,-0.11,1.4,11.11,-1.59,30.55,17.96,42.68
WALK,1.33,0.13,-0.08,18.19,-12.57,5.98,30.46,16.55,43.44
WALK,0.76,-0.03,-0.22,-18.55,-15.2,6.1,32.46,17.04,42.09
WALK,1.11,0.15,-0.11,-29.79,19.29,16.3,32.37,17.19,41.97
WALK,0.76,0.14,-0.11,3.48,-14.1,15.01,32.82,17.08,40.6
WALK,0.96,0.16,0,4.09,2.62,5.43,33,15.6,41.15
WALK,1.08,0.12,0.07,1.4,11.05,14.77,32.17,15.11,43.21
WALK,1.03,0.46,-0.14,5.37,-23.13,7.57,33.13,14.77,42.38
WALK,0.93,0.21,-0.27,12.39,29.42,-14.89,32.29,14.03,40.64
WALK,0.82,0.17,-0.04,1.77,-14.4,-16.42,31.92,14.51,41.3
WALK,0.99,0.19,-0.03,-8.73,23.38,-14.16,31.52,15.22,41.05
WALK,1.02,0.27,-0.15,0.49,1.22,-6.23,30.97,16.54,42.96
WALK,1.27,0.03,-0.15,13.37,-9.52,7.2,30.6,16.3,43.05
WALK,0.73,0,-0.27,-24.05,-26.92,5.8,32.57,16.24,42.26
WALK,1.1,0.18,0.03,-21.36,-0.06,9.22,31.85,17.24,42.8
WALK,0.86,0.15,-0.09,-3.3,2.99,8.73,33.09,16.59,40.16
WALK,0.91,0.14,-0.05,3.17,-0.18,-0.31,32.73,16.13,40.87
WALK,1.13,0.09,-0.03,-17.7,-9.64,-4.58,32.1,16.33,42.35
WALK,0.81,0.25,-0.18,26.86,-29.05,-0.55,33.4,17.08,40.87
WALK,1.08,0.08,-0.04,19.78,44.37,-17.27,33.25,16.36,41.3
WALK,0.75,0.14,-0.08,7.51,-2.08,-16.11,32.9,17.04,41.1
WALK,0.93,0.16,-0.01,3.6,9.64,-8,31.77,17.42,41.16
WALK,1.25,0.16,-0.06,16.42,10.19,-4.27,31.75,17.1,42.68
WALK,1.25,-0.15,-0.08,4.76,-16.24,0.43,32.79,16.19,41.31
WALK,0.92,0.03,-0.24,-29.05,-0.61,8.12,33.81,16.33,40.32
WALK,0.89,0.1,-0.03,-7.87,-26.86,16.17,32.86,16.98,40.95
WALK,0.97,0.08,0.03,-2.99,12.21,9.77,32.59,15.69,40.78
WALK,1,0.11,-0.01,0.85,5.55,4.82,33.19,15.89,41.26
WALK,1.3,0.16,-0.06,-12.45,-15.44,0.43,32.74,16.03,41.8
WALK,0.77,0.18,-0.18,16.6,-19.35,8.36,34.55,16.16,40.6
WALK,1.11,0.13,0.02,8.91,26.31,-16.42,33.04,14.72,40.27
WALK,0.81,0.18,-0.05,1.83,10.62,-17.58,33.58,15.44,40.26
WALK,0.92,0.19,-0.02,-1.34,3.72,-12.94,32.17,16.88,41.64
WALK,1.28,0.2,0.03,12.45,8.73,-11.35,31.32,17.7,41.72
WALK,0.96,-0.15,-0.13,4.64,-15.56,-4.46,33.14,16.87,40.73
WALK,1.01,-0.01,-0.18,-38.02,13.67,9.83,33.65,17.82,41.93
WALK,0.82,0.03,-0.01,-4.82,-24.78,20.51,33.2,18.08,40.88
WALK,0.96,0.03,0.05,1.28,10.74,16.66,33.83,16.91,40.77
WALK,1.09,0.06,0,-9.95,8.79,13.73,33.23,15.5,40.82
WALK,1.34,0.36,-0.07,-5.62,-25.39,-3.85,33.53,16.02,41.19
WALK,0.82,0.16,-0.22,21.55,0.61,3.17,34.4,14.59,39.36
WALK,0.86,0.14,0.02,9.58,0.24,-32.84,33.4,14.97,40.09
WALK,0.93,0.18,0.04,-1.34,18.13,-20.51,32.69,16.83,41.71
WALK,0.95,0.21,-0.13,10.68,4.39,-12.94,31.68,17.59,42.64
WALK,1.36,0.02,-0.13,27.28,-11.72,-4.76,30.94,17.94,42.63
WALK,0.74,-0.11,-0.25,-8.42,-31.74,1.59,32.04,16.31,41.1
WALK,1.06,0.03,0.01,-33.02,7.93,22.09,32.75,17.87,41.63
WALK,0.79,0.11,-0.01,-10.62,5.07,28.93,33.85,16.65,40.8
WALK,0.91,0.09,-0.02,1.59,-3.85,11.96,33.29,14.92,41.48
WALK,1.15,0.16,-0.03,-9.46,-14.59,0.79,33.8,14.86,39.99
WALK,0.84,0.23,-0.11,20.81,-19.1,14.83,35.06,14.93,39.56
WALK,1.09,0.17,-0.07,20.14,31.31,-10.31,35.07,13.72,39.38
WALK,0.78,0.2,-0.02,6.71,10.86,-26.98,33.26,14.29,40.97
WALK,0.89,0.22,0.02,-3.72,10.99,-15.81,32.89,15.6,41.19
WALK,1.31,0.23,-0.07,17.33,8.61,-13.18,32.5,15.76,42.75
WALK,1.26,-0.18,-0.1,4.7,-18.98,-10.38,33.29,15.83,41.98
WALK,0.98,-0.05,-0.26,-36.8,-1.65,-0.98,33.7,17.64,41.04
WALK,0.87,0.01,-0.01,-6.16,-21.97,18.92,34.06,18.42,39.9
WALK,0.96,0.07,0.07,16.66,2.62,11.78,34.86,17.68,40.01
WALK,1.06,-0.01,0.07,7.87,-0.61,-5.8,34.48,15.58,41.97
WALK,1.33,0.17,0.02,5.07,-18.13,0.55,35.21,16.39,40.22
WALK,0.74,0.14,-0.1,39.55,-5.68,18.68,36.67,14.21,38.94
WALK,1.07,0.04,0.04,30.15,13.85,9.58,36.04,10.47,39.61
WALK,0.77,0.18,0.02,-6.35,16.17,-6.35,35.29,9.79,38.43
WALK,0.92,0.23,0.05,3.85,10.13,-16.72,34.8,10.45,40.98
WALK,1.2,0.25,0.03,8,-3.6,-28.02,34.31,12.08,41.61
WALK,0.95,-0.15,-0.1,9.58,-22.64,-13.92,36.02,12.87,40.21
WALK,0.99,0.01,0,-18.98,-3.72,-1.28,36.87,13.75,38.34
WALK,0.81,-0.02,0.06,-2.14,-9.77,8,37.67,13.75,37.06
WALK,0.85,-0.07,0.13,-2.01,3.72,7.14,36.79,13.23,39.31
WALK,1.18,-0.11,0.16,-15.14,-2.93,1.65,36.68,12.81,38.75
WALK,1.37,0.26,0.24,-15.14,-12.88,4.7,37.46,13.26,38.81
WALK,0.88,0.16,-0.05,21.67,25.15,-8.97,38.55,13.06,36.79
WALK,0.76,0.01,0.1,22.58,0.61,-15.87,37.46,11.89,37.7
WALK,0.98,0.06,0.12,1.04,17.52,-21.97,36.44,12.72,38.81
WALK,1.03,0.09,0,16.6,10.31,-14.53,36.19,14.47,39.75
WALK,1.27,-0.26,-0.05,0.98,-15.14,-5.49,36.56,14.49,39.48
WALK,0.87,-0.18,-0.17,-21.12,-0.92,1.4,37.32,15.19,38.89
WALK,0.87,-0.14,0.02,-21.85,-1.22,21.12,37.06,15.58,40
WALK,0.9,0.01,0.05,9.28,5.8,15.63,37.7,14.54,40.1
WALK,1.04,-0.11,0.08,-10.31,4.76,-4.21,36.74,13.18,39.89
WALK,1.13,-0.06,0.16,-18.98,-18.25,5.31,37.16,14.38,39.66
WALK,0.92,0.11,0.04,24.41,-26.18,6.71,37.7,14.03,37.95
WALK,1.1,0.02,0,29.85,29.24,-1.65,37.89,13.01,38.09
WALK,0.76,0.03,0.02,1.77,3.97,-9.83,36.57,12.23,38.35
WALK,0.91,0.12,0.11,13.61,15.99,-13.85,36.38,13.34,40.34
WALK,1.36,0,0.02,10.01,1.16,-11.96,35.72,13.35,39.22
WALK,1.14,-0.25,0.07,-0.18,-12.39,-16.05,37.32,13.24,39.58
WALK,1.14,-0.16,-0.11,-24.72,7.45,-4.09,37.68,15.23,39.33
WALK,0.77,-0.11,0.03,0.12,-5.86,19.41,37.15,15.41,38.56
WALK,0.96,-0.09,0.13,-2.44,13.55,7.14,37.51,14.01,38.72
WALK,1.13,-0.2,0.07,-5.86,-11.9,15.56,37.43,13.71,39.98
WALK,1.35,0.08,0.17,0.55,-32.96,9.58,37.45,13.16,37.83
WALK,0.89,0.05,-0.11,10.44,-3.6,9.09,38.68,11.19,35.64
WALK,0.85,0.1,0.16,20.32,1.28,-16.05,39.04,11.11,36.45
WALK,0.96,-0.01,0.21,3.3,20.75,-16.36,37.77,11.47,36.5
WALK,1.06,0.06,0.07,1.22,-0.61,-7.69,37.57,12.27,37.99
WALK,1.19,-0.18,0.19,2.99,-33.2,1.59,38.07,13.22,37.62
WALK,0.84,-0.2,-0.07,-29.6,5.74,-10.44,39.81,15.8,36.17
WALK,1.03,0.03,0.02,-11.29,-4.03,9.46,38.95,16.17,36.9
WALK,0.81,-0.06,0.2,23.99,8.79,9.58,39.18,14.72,36.38
WALK,0.97,-0.28,0.19,4.58,7.32,4.39,39.42,13.28,36.5
WALK,1.16,-0.02,0.13,-34.3,-16.3,8.61,38.84,13.99,37.05
WALK,0.84,0.07,0.03,10.62,-16.36,23.56,39.83,14.33,35.71
WALK,1.16,0.06,0.09,18.98,27.71,-5.49,39.2,12.99,35.19
WALK,0.85,0.01,0.1,0.55,24.05,-13.49,37.85,12.3,38.2
WALK,0.94,0.08,0.06,-6.29,6.77,-14.04,36.71,13.56,39.06
WALK,1.27,0.02,0.1,-2.56,-13.18,-12.82,37.16,15.7,40.34
WALK,0.86,-0.27,-0.06,-30.52,-19.84,-31.31,38.64,17.76,38.22
WALK,0.96,-0.07,-0.01,-47.18,9.34,13.92,37.9,20.3,37.54
WALK,0.79,-0.09,0.08,4.76,1.89,16.3,37.38,20.17,38.4
WALK,0.92,-0.19,0.15,9.64,-2.99,18.37,37.01,17.16,38.5
WALK,1.19,-0.11,0.16,-14.4,-18.25,9.83,37.79,17.14,37.12
WALK,0.86,0.25,-0.03,44.62,-19.04,14.1,38.71,15.59,36.24
WALK,1.04,-0.06,0.04,37.41,14.22,1.4,39.15,12.99,36.16
WALK,0.75,0.03,0.09,3.05,14.53,-5.55,37.62,11.49,36.77
WALK,0.95,0.08,0.13,-8.12,8.79,-6.04,36.94,12.38,38.48
WALK,1.22,0.1,0.18,5.13,-18.25,-13.31,36.89,14.12,37.6
WALK,0.98,-0.24,-0.04,-11.9,-14.65,-16.48,38.99,15.32,37.74
WALK,1.01,-0.02,0.06,-25.51,-1.71,1.16,37.88,17.43,34.9
WALK,0.76,-0.05,0.17,-2.62,6.77,11.41,38.88,16.86,34.73
WALK,0.89,-0.16,0.19,5.68,2.56,14.04,38.56,15.64,36.4
WALK,1.17,-0.15,0.22,-20.32,-18.8,5.62,37.99,15.19,37.28
WALK,0.85,0.32,-0.01,18.43,-18.31,12.94,38.93,14.84,34.67
WALK,1.03,-0.02,0.09,33.75,23.68,-12.94,38.32,12.57,37.81
WALK,0.77,0.03,0.11,3.85,23.56,-6.47,38.02,12.18,36.27
WALK,0.96,0.07,0.1,-2.99,11.17,-10.93,37.21,12.93,38.28
WALK,1.29,0.05,0.16,6.35,-19.23,-11.78,37.16,14.34,38.35
WALK,0.88,-0.31,-0.09,-27.53,-15.14,-18.25,38.33,15.52,37.66
WALK,0.97,-0.04,0.05,-24.9,-9.64,0.37,38.92,18.69,36.06
WALK,0.78,-0.12,0.18,5.62,2.69,9.34,38.9,18.58,36.06
WALK,0.87,-0.22,0.19,2.01,-2.01,15.08,39.1,16.85,36.39
WALK,1.29,-0.12,0.2,-15.01,-11.17,13.85,39.07,16.14,37.63
WALK,0.85,0.16,-0.05,7.93,-9.28,25.57,39.5,15.61,35.02
WALK,0.87,-0.03,0.12,11.66,13.85,-11.54,38.53,14.77,36.19
WALK,0.84,0.1,0.14,3.66,29.85,-3.72,37.84,15.42,37.56
WALK,1.02,0.04,0.04,-0.98,12.02,-0.55,37.16,15.14,39.58
WALK,1.33,-0.03,0.05,6.71,-10.01,-1.34,37.08,15.53,40.23
WALK,0.92,-0.31,-0.14,-41.56,-4.09,0.49,37.84,16.24,38.61
WALK,0.85,0.04,0.03,-41.69,-16.24,18.01,37.71,18.64,38.23
WALK,0.81,-0.04,0.14,0.92,1.89,10.31,38.15,18.77,36.28
WALK,1,-0.11,0.09,3.42,3.54,-3.17,37.72,17.83,37.72
WALK,1.49,0.19,0.14,0.79,-7.08,12.02,38,17.83,37.7
WALK,0.91,0.14,-0.14,35.95,19.71,5.37,37.92,15.44,36.23
WALK,0.85,0.12,0.12,30.58,13.55,-18.37,37.08,14,37.95
WALK,0.87,0.02,0.05,6.59,20.32,-10.62,35.72,14.77,39.73
WALK,1.14,0.15,-0.01,0.79,-3.66,-12.7,35.85,15.05,39.72
WALK,1.39,-0.23,-0.05,-8.97,-21.3,-10.31,36.68,15.67,39.76
WALK,0.88,-0.08,-0.13,-30.03,4.64,-1.16,37.21,18.47,38.13
WALK,0.76,-0.04,0.04,-20.39,-5.37,6.96,37.54,18.99,37.65
WALK,0.9,-0.08,0.06,-9.58,5.07,3.23,36.79,19.06,38.79
WALK,1.21,-0.09,0.18,-9.83,-6.53,5.37,36.95,19.63,38.45
WALK,1.2,0.24,0.04,21.42,-22.16,15.81,37.94,18.47,38.09
WALK,1.02,0.06,-0.06,37.54,29.6,-0.49,37.65,16.22,37.56
WALK,0.73,0.05,0.06,25.57,11.11,-8.54,37.18,15.01,39.14
WALK,0.9,0.07,0.09,9.34,10.07,-7.87,36.52,14.54,39.03
WALK,1.25,0.1,0.09,-3.3,-1.22,-15.69,36.15,15.25,40.45
WALK,1.06,-0.19,0,-19.29,-16.48,-12.88,37.22,17.46,39.18
WALK,1.01,-0.05,-0.02,-41.56,10.38,14.1,37.84,18.25,38.59
WALK,0.75,-0.07,0.11,-16.91,1.77,11.05,37.48,18.63,37.87
WALK,0.87,-0.1,0.11,-11.66,5.8,6.35,37.38,18.55,38.42
WALK,1.32,-0.05,0.15,-12.88,-8.36,4.94,37.65,19.27,38.45
WALK,0.93,0.12,-0.07,20.02,-17.7,16.78,38.17,18.82,38.07
WALK,1.04,0.05,-0.02,34.06,18.07,1.4,37.79,15.67,38.29
WALK,0.75,0,0.06,25.76,9.89,-5.68,37.24,15.19,38.65
WALK,0.93,0.12,0.05,4.33,7.69,-9.89,36.61,15.27,39.7
WALK,1.42,0.18,0.14,13.37,-9.09,-5.43,37.01,15.09,39.67
WALK,1,-0.16,0.07,-10.38,-5.55,-10.99,37.79,15.55,38.18
WALK,1.07,-0.03,-0.03,-50.9,10.31,5.13,37.83,16.15,38.48
WALK,0.74,0.01,0.04,-18.19,5.43,12.39,37.33,18.47,39.48
WALK,0.88,-0.09,0.09,-13.06,2.2,4.33,36.71,17.98,39.65
WALK,1.31,0.01,0.09,-22.77,-14.28,-1.53,36.8,19.43,39.25
WALK,0.81,0.06,-0.11,11.17,-8.12,22.58,37.52,18.32,37.85
WALK,1,0.13,-0.03,37.35,7.14,-11.35,36.77,17.1,39.26
WALK,0.78,0.07,0.06,33.63,21.12,-15.08,36.34,16,39.65
WALK,1.04,0.11,-0.04,11.29,6.47,-14.04,35.49,15.67,41.38
WALK,1.37,-0.17,-0.08,15.2,-19.17,-8.24,36.88,15.65,41.08
WALK,0.91,-0.23,-0.06,-30.94,-10.68,-6.16,37.79,17.94,39.92
WALK,0.79,-0.05,0.03,-44.62,-15.99,13.92,38.15,19.54,38.92
WALK,0.81,-0.02,0.13,-5.86,6.47,14.95,38.06,20.23,38.49
WALK,1.25,-0.14,0.16,4.64,1.77,14.59,37.66,18.54,38.5
WALK,1.46,0.31,0.09,1.16,-25.51,-3.78,38.67,18.32,37.67
WALK,0.85,0.13,0.04,27.34,13.79,-3.42,38.96,16.03,36.99
WALK,0.76,0.01,0.04,29.79,6.77,-8.24,38.6,15.05,37.33
WALK,0.88,-0.03,0.17,-5.74,26.79,-8.73,37.26,14.66,39.25
WALK,1.37,0.12,0.06,-1.59,21.12,-15.63,36.29,16.94,40.53
WALK,1.26,-0.43,-0.03,-18.19,-11.66,-5.07,36.77,16.85,41.42
WALK,1.01,-0.07,-0.12,-64.27,14.71,6.35,37.65,18.97,39.31
WALK,0.75,-0.01,-0.01,-34.36,-3.72,8.79,36.84,22.91,41.42
WALK,0.94,-0.07,0.09,-9.83,2.38,-0.85,36.89,22.99,40.31
WALK,1.16,-0.12,0.11,-17.09,-7.2,-2.87,36.71,24.1,40.2
WALK,1.05,0.21,-0.09,34.67,-15.75,11.78,37.87,24.21,39.23
WALK,1.03,-0.04,-0.02,39.31,19.84,-10.68,37.6,21.45,39.05
WALK,0.7,0.01,0.03,35.46,13.79,-13.43,37,20.91,40.49
WALK,0.93,-0.02,-0.07,20.69,-4.88,-13.85,36.15,19.57,41.21
WALK,1.46,-0.15,-0.05,1.28,-19.53,-9.22,36.95,20.8,41.38
WALK,0.89,-0.25,-0.09,-19.41,-12.63,2.26,38.49,21.42,39.64
WALK,0.87,-0.11,0.03,-33.02,-17.21,13.31,38.18,22.01,38.51
WALK,0.79,-0.08,0.15,3.17,2.99,16.36,38.27,21.94,37.6
WALK,1,-0.16,0.14,-3.48,-1.95,-5.19,38.13,21.29,38.06
WALK,1.43,0.08,0.11,13.92,-13.98,6.16,38.62,22.3,38.01
WALK,0.96,0.03,-0.14,40.83,22.77,7.08,39.06,18.26,38.18
WALK,0.84,-0.07,0.1,14.89,3.05,5.43,38.04,16.03,40.42
WALK,0.86,0.02,0.07,5.25,19.1,-2.2,37.06,16.44,39.44
WALK,1.11,0.11,-0.01,-11.9,-6.16,-16.48,36.19,17.07,40.76
WALK,1.45,-0.36,0.02,2.5,-9.64,-3.05,37.83,17.4,40.32
WALK,0.95,-0.1,-0.13,-42.24,5.68,-5.92,38.43,18.65,39.43
WALK,0.81,-0.08,0.03,-22.64,-4.88,13.18,37.6,21.51,40
WALK,0.96,-0.05,0.08,-24.23,12.94,4.64,37.39,22.09,40.95
WALK,1.23,-0.06,0.07,-11.84,-4.76,14.34,37.19,21.9,40.54
WALK,1.05,0.27,-0.06,35.16,-20.02,19.35,37.99,21.63,38.79
WALK,1.02,0.02,-0.02,42.24,14.4,-7.75,38.05,18.13,38.75
WALK,0.75,0.04,0.06,26.98,10.38,-9.03,37.39,17.02,40.61
WALK,0.92,0.11,0.08,5.13,2.01,-8.36,36.79,17.36,40.42
WALK,1.25,0.12,0.14,16.54,-10.07,-6.29,37.29,17.05,40.61
WALK,0.88,-0.2,-0.07,-2.14,-11.96,-5.37,38.29,16.92,39.09
WALK,1.06,0,0,-36.8,8.91,14.83,38.62,17.37,38.82
WALK,0.8,-0.01,0.09,-10.99,3.91,4.52,38,17.77,38.61
WALK,0.95,-0.11,0.1,-10.19,0.92,2.38,37.95,17.74,39.07
WALK,1.11,-0.13,0.11,-19.71,-18.74,5.37,37.49,17.99,39.17
WALK,0.89,0.13,-0.09,23.44,-11.41,19.53,39.2,18.98,37.32
WALK,0.94,-0.04,0.04,19.78,14.77,-6.29,38.46,16.27,38.75
WALK,0.9,0,0.05,26.67,17.88,-2.93,37.52,15.8,38.45
WALK,0.93,0.13,0.05,27.4,-0.92,-3.42,37.84,14.28,39.42
WALK,1.24,-0.02,0.13,29.05,-28.32,-5.31,38.29,12.7,39.9
WALK,0.87,-0.21,-0.1,-6.59,-8.3,-6.53,39.5,12.92,37.22
WALK,1.01,0,0.04,-36.38,0.24,6.65,39.78,14.71,38.12
WALK,0.77,0.01,0.1,-7.32,9.28,9.34,38.5,15.16,37.99
WALK,1,-0.15,0.1,-5.62,4.15,12.27,38.33,14.22,38.73
WALK,1.27,-0.02,0.14,-12.76,-18.43,-1.46,38.27,14.9,38.64
WALK,0.87,0.26,-0.06,27.89,-14.83,14.1,39.1,14.51,36.68
WALK,1,0.04,0.07,28.81,8.42,-5.07,38.31,12.06,37.66
WALK,0.82,-0.05,0.11,3.05,18.98,-8.36,38.21,11.34,36.61
WALK,1,0.12,0.08,-2.44,3.42,-6.1,37.55,12.46,39.04
WALK,1.41,-0.17,0.07,11.41,-27.4,-8.73,38.76,12.27,38.57
WALK,1.01,-0.2,-0.12,-31.62,5.68,-14.53,39.2,14.26,38.18
WALK,0.85,-0.07,0.02,-46.02,-4.09,16.48,38.79,17,38.11
WALK,0.81,-0.02,0.09,-13.73,14.22,8,38.71,17.13,38.33
WALK,1.01,-0.1,0.12,3.11,-4.58,6.59,37.72,17.65,38.94
WALK,1.53,0.11,0.13,-10.13,-24.6,8.97,37.65,17.25,39.21
WALK,0.8,0.17,-0.04,28.38,0.73,13.18,38.46,15.09,36.83
WALK,0.83,0.06,0.06,43.58,7.14,-5.19,38.28,13.42,38.26
WALK,0.91,0.03,0.11,19.29,21.55,-7.14,37.08,11.96,38.18
WALK,1.13,0.08,0.06,9.64,-3.17,-16.48,36.32,12.89,39.03
WALK,1.35,-0.31,0,7.93,-28.93,-9.22,37.84,12.87,38.82
WALK,1,-0.21,-0.05,-51.33,6.23,-9.03,38.45,14.09,37.72
WALK,0.81,-0.04,0.05,-57.37,-0.49,14.34,37.95,16.6,38.88
WALK,0.92,-0.02,0.14,-26.25,14.28,11.84,37.12,18.55,38.53
WALK,1.2,-0.06,0.1,-17.64,-1.59,5,37.06,17.9,39.2
WALK,1.34,0.35,0.07,18.25,-25.45,-2.5,38.26,18.42,38.34
WALK,0.95,0.07,0,48.34,25.63,-0.12,38,15.48,37.43
WALK,0.65,0.05,0.02,43.03,6.77,-12.27,37.37,14.16,37.63
WALK,0.95,0.06,0.1,14.53,14.4,-8.12,36.63,13.44,39.66
WALK,1.29,0.07,0.09,11.41,3.36,-12.82,35.84,13.07,38.96
WALK,1.25,-0.27,0.02,-23.74,-10.44,-17.27,37.78,13.35,39.6
WALK,1,-0.11,-0.04,-61.46,9.83,1.77,37.37,15.52,38.07
WALK,0.7,0.02,0.05,-45.41,1.46,19.35,37.1,17.75,38.5
WALK,0.94,-0.09,0.1,-13.37,5.68,17.7,36.6,17.64,39.27
WALK,1.29,-0.02,0.17,-29.11,-14.53,6.53,36.82,17.11,38.81
WALK,0.92,0.36,-0.08,27.83,-18.92,6.77,37.43,17.82,37.51
WALK,0.98,0.06,0.01,65.43,19.41,-5.13,37.71,14.22,38.55
WALK,0.71,0.05,0.08,49.07,17.33,-12.21,36.91,11.78,39.03
WALK,0.95,0.07,0.09,19.29,3.48,-10.8,36.76,11,38.64
WALK,1.29,0.04,0.2,5.37,-15.75,-12.63,36.99,11.46,39.73
WALK,0.88,-0.26,-0.09,-35.22,-5.07,-7.45,38.37,13.2,38.38
WALK,0.93,-0.02,0.01,-57.86,5.74,10.19,38.23,15.84,38.61
WALK,0.76,-0.05,0.08,-31.25,11.72,5.92,37.51,18.49,38.89
WALK,1,-0.12,0.09,-13.37,-4.09,5.25,37.27,19.4,39.22
WALK,1.48,0.06,0.1,5.62,-13.73,2.87,38.17,19.27,38.56
WALK,0.85,0.2,-0.12,59.27,5.49,24.48,38.46,16.48,38.09
